id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,Price
6762822844,42607,3,1.75,1330,9143,1,0,0,3,400000
6762822845,42607,3,1.75,1730,9211,1,0,0,3,400000
6762822951,42607,3,1,1470,7930,1,0,0,3,399950
6762822994,42607,3,3,2240,10479,2,0,0,4,399000
6762823654,42607,2,2.5,1860,3504,2,0,0,3,380000
6762824078,42607,2,1.5,1010,2102,2,0,0,3,370000
6762824323,42607,3,2.5,2850,12593,2,0,0,3,364988
6762824804,42607,4,1.75,1850,5712,1,0,0,3,352000
6762825064,42607,2,1.5,2060,10880,1,0,0,3,348140
6762825164,42607,3,3.25,1600,1882,2,0,0,3,345000
6762825235,42607,5,2,2130,8412,1,0,0,3,344000
6762825591,42607,4,2.5,2520,7205,2,0,0,3,335000
6762826037,42607,3,1,1590,12040,1,0,1,3,325000
6762826277,42607,3,2,1820,17600,1,0,0,5,320000
6762826425,42607,3,2.25,1358,1204,3,0,0,3,317000
6762826454,42607,3,1.75,1870,8400,1,0,0,3,315500
6762826707,42607,3,2.5,2370,6752,2,0,0,3,310000
6762826829,42607,5,2.25,1980,13132,1,0,0,4,307700
6762827312,42607,3,2,1390,5127,1,0,0,3,297950
6762827435,42607,3,1.75,1550,4057,1,0,0,3,294010
6762827551,42607,3,1,1010,10800,1,0,0,4,290000
6762827649,42607,3,2.5,2110,8304,1,0,0,4,289000
6762827884,42607,3,2.5,1610,6000,2,0,0,4,282000
6762828410,42607,3,2.25,1760,8287,1,0,0,3,270000
6762828496,42607,3,2,1640,8395,1,0,0,4,269500
6762828536,42607,3,2.5,1700,2250,2,0,0,3,268000
6762828635,42607,3,1.75,1420,8250,1,0,0,3,265000
6762828636,42607,4,2.25,2300,9100,1,0,0,3,265000
6762828637,42607,3,1.75,1630,5999,1.5,0,0,4,265000
6762828823,42607,3,1,1790,11884,1,0,0,3,260000
6762828951,42607,3,2,1300,9334,1,0,0,5,257500
6762829032,42607,2,1,1610,19965,1,0,0,3,255000
6762829090,42607,4,2,2180,8800,1,0,0,5,254950
6762829103,42607,2,1,910,6000,1,0,0,3,254000
6762829154,42607,3,2.25,1740,10836,1,0,0,3,252000
6762829175,42607,3,2,1300,8400,1,0,0,4,251000
6762829236,42607,3,2.25,1560,15340,2,0,0,3,250000
6762829237,42607,3,2.5,2070,8400,2,0,0,4,250000
6762829637,42607,3,1.75,1520,9600,1,0,0,3,240000
6762829824,42607,2,1,820,5100,1,0,0,4,235000
6762829825,42607,2,1,910,7617,1,0,0,3,235000
6762829826,42607,2,1,2150,4500,1.5,0,0,3,235000
6762829975,42607,3,1,880,7500,1,0,0,3,230000
6762830401,42607,2,1,860,9000,1,0,0,4,216000
6762830504,42607,4,1.75,1250,12705,1,0,0,4,212000
6762830649,42607,3,1,1080,10200,1,0,0,4,207000
6762830699,42607,3,1,1370,10708,1,0,0,3,205000
6762830726,42607,2,0.75,1130,11429,1,0,0,3,204950
6762831224,42607,2,1,600,4854,1,0,0,5,174000
6762831532,42607,1,1,610,4400,1,0,0,3,126000
6762810413,42608,4,3.5,4285,9567,2,0,1,5,1650000
6762810569,42608,4,3,3050,6179,2,0,0,4,1480000
6762810899,42608,4,3.75,3830,41263,2,0,0,4,1250000
6762811013,42608,4,3.5,4560,16643,1,0,3,3,1200000
6762811255,42608,4,3,3410,6541,2,0,2,3,1090000
6762811356,42608,4,3.5,4210,6481,2,0,3,3,1050000
6762811357,42608,3,2.5,3400,5119,2,0,0,3,1050000
6762811612,42608,4,3.75,4133,361548,2,0,0,3,979500
6762811669,42608,3,2.5,2830,3750,3,0,0,3,969950
6762811740,42608,5,3.25,3250,14342,2,0,4,4,951000
6762811763,42608,3,2,2250,2975,2,0,0,4,950000
6762811764,42608,3,2.5,3080,8448,2,0,2,3,950000
6762811846,42608,4,3.5,3510,11200,2,0,0,3,935000
6762812036,42608,4,3.5,2980,3000,2,0,0,3,905000
6762812069,42608,5,3,4350,37169,2,0,0,3,900000
6762812721,42608,2,1,1150,12775,1,1,4,4,825000
6762812908,42608,3,2.5,2550,6240,1,0,3,5,808000
6762813228,42608,4,2.75,3640,231739,1.5,0,0,3,780000
6762813425,42608,2,2.5,2170,6750,1,0,0,3,765000
6762814083,42608,4,1.75,2530,5000,1.5,0,2,5,720000
6762814147,42608,4,2.25,2480,9780,1,0,0,4,716000
6762814450,42608,3,2.5,2740,18455,2,0,1,4,699000
6762814451,42608,3,2.5,2680,5497,2,0,0,3,699000
6762814497,42608,2,1.75,1570,1207,3,0,0,3,695000
6762814561,42608,3,2.25,2430,8327,1,0,0,4,690000
6762815404,42608,2,1.5,1995,115670,1.5,0,1,4,645000
6762815449,42608,3,2.5,2220,2550,3,0,2,3,641250
6762815488,42608,4,1.75,2020,16120,1,0,0,3,640000
6762815638,42608,5,2.5,2260,10087,1,0,0,3,632000
6762815788,42608,3,2.5,2330,3141,2,0,0,3,625000
6762815862,42608,3,2.5,2260,4550,1.5,0,0,4,622500
6762816417,42608,4,2.5,2120,3640,2,0,0,3,599000
6762816539,42608,3,2.5,2400,81892,2,0,0,3,592000
6762817032,42608,3,2.75,2200,3885,2,0,0,3,572000
6762817206,42608,4,2.5,2280,4602,2,0,0,3,565000
6762817530,42608,4,2,2560,9390,1,0,0,5,552625
6762817558,42608,5,3.75,3090,4943,2,0,0,3,551000
6762817842,42608,4,2.25,2390,40510,1,0,0,4,545000
6762817968,42608,5,2.5,3100,10189,2,0,0,3,540000
6762818074,42608,4,2,1560,7104,1.5,0,0,3,537000
6762818140,42608,4,2.5,2710,12138,1,0,0,3,535000
6762818710,42608,4,2.75,2210,10800,1,0,0,4,516000
6762818742,42608,3,2.25,1640,8400,1,0,0,4,515000
6762819123,42608,4,2,2100,12620,1,0,0,4,500000
6762819338,42608,3,1.75,2130,6360,1,0,0,3,495500
6762819441,42608,3,2.25,2100,7335,2,0,0,3,492000
6762819489,42608,3,2.25,2550,8588,1,0,4,3,490000
6762819921,42608,3,2.5,2120,4512,2,0,0,3,475226
6762820138,42608,5,1.75,2030,12342,2,0,0,4,470000
6762820139,42608,4,2,2180,17180,2,0,0,4,470000
6762820289,42608,4,2.5,3030,47958,1,0,0,3,465000
6762820575,42608,4,1.75,2100,50965,1,0,0,5,457000
6762820828,42608,4,3,1890,13140,1,0,0,4,450000
6762820950,42608,4,3,2800,6977,2,0,0,3,449950
6762821082,42608,4,2.5,2170,6000,2,0,0,3,445000
6762821173,42608,4,1.75,1620,8132,1,0,0,3,442200
6762821483,42608,2,1,1120,88327,1.5,0,0,4,435000
6762821806,42608,3,2,1720,128066,1,0,0,3,427000
6762822084,42608,3,2,2330,6346,1.5,0,0,3,420000
6762822209,42608,3,2,1250,1306,3,0,0,3,418000
6762822652,42608,3,1,1220,7771,1,0,0,3,405000
6762822777,42608,3,3.25,1770,1977,3,0,0,3,401000
6762823396,42608,3,2.25,1350,944,2,0,0,3,388500
6762823408,42608,3,2.5,2370,4200,2,0,0,3,387865
6762823655,42608,4,2.5,2270,11500,1,0,0,3,380000
6762823878,42608,1,1,1090,5250,1,0,0,3,375000
6762823879,42608,4,2.25,2330,11400,1,0,0,4,375000
6762824079,42608,3,1.75,1150,6600,1.5,0,0,4,370000
6762824267,42608,3,2.5,2200,9696,2,0,0,3,365000
6762824268,42608,3,2.25,2430,7614,1.5,0,0,3,365000
6762824269,42608,4,2.5,2800,6820,2,0,0,4,365000
6762824334,42608,3,2.5,2280,10800,2,0,0,3,364250
6762824661,42608,3,3,1850,9600,1,0,0,3,355000
6762824662,42608,3,1.75,2040,8173,1,0,0,3,355000
6762824889,42608,3,1.75,1360,18123,1,0,0,3,350000
6762825280,42608,4,2,1570,11200,1,0,0,3,342000
6762825336,42608,3,1.75,1540,10400,1,0,0,3,340000
6762825876,42608,4,1,1360,5900,1.5,0,0,4,329950
6762826798,42608,3,2.5,1780,7859,2,0,0,3,309000
6762827117,42608,3,2.5,1590,3381,2,0,0,3,300000
6762827118,42608,3,1,1300,20812,1,0,0,3,300000
6762827842,42608,3,1.75,1430,4850,1,0,0,3,284000
6762828094,42608,3,1,860,7632,1,0,0,3,278000
6762828126,42608,3,1,1140,8144,1,0,0,3,277000
6762828127,42608,3,2.25,2160,9612,2,0,0,3,277000
6762828202,42608,3,1.75,1300,20700,1,0,0,3,275000
6762828411,42608,3,1.75,1260,7500,1,0,0,3,270000
6762828526,42608,3,2.25,1140,977,2,0,0,3,268500
6762828537,42608,3,2.75,1880,1793,2,0,0,3,268000
6762828638,42608,5,2.25,2600,8075,1.5,0,0,4,265000
6762828900,42608,3,1,1250,21303,1,0,0,3,259875
6762829742,42608,3,1,1240,5700,1.5,0,0,5,238000
6762829827,42608,2,1,880,5600,1,0,0,5,235000
6762829889,42608,4,2.5,1820,8217,1,0,0,3,234000
6762829976,42608,3,1.75,1260,10164,1,0,0,4,230000
6762830148,42608,3,2,1320,5665,1,0,0,3,225000
6762830149,42608,4,1,1410,7000,1.5,0,0,3,225000
6762830505,42608,3,1.5,1060,9225,1,0,0,4,212000
6762830523,42608,4,2,1710,8288,1.5,0,0,3,211000
6762830562,42608,3,1,1730,7210,1,0,0,3,210000
6762830743,42608,3,1.75,1490,8000,1,0,0,4,203000
6762831421,42608,4,1,1470,6061,1.5,0,0,3,150550
6762810057,42609,5,3.5,4330,11979,1,0,4,3,3170000
6762810442,42609,5,4.5,6085,142725,3,0,0,3,1610000
6762810607,42609,2,2.5,2720,16637,1,0,3,3,1440000
6762810850,42609,6,5.25,6160,27490,2,0,0,3,1280000
6762811014,42609,4,3.25,3850,19842,2,0,3,3,1200000
6762811220,42609,3,2.5,2550,5100,2,0,0,3,1100000
6762811302,42609,2,2.25,3900,14864,1,0,3,3,1070000
6762811539,42609,2,2,1600,64468,1,0,0,3,995000
6762811540,42609,5,3.25,4130,7197,2,0,0,3,995000
6762811933,42609,4,2.5,2950,7024,2,0,0,3,921800
6762811978,42609,5,2.5,2750,5589,1.5,0,0,5,915000
6762811979,42609,4,2.5,3400,35062,2,0,0,4,915000
6762812050,42609,3,2.75,3240,7200,1,0,2,3,902000
6762812108,42609,3,2.5,3530,5414,2,0,0,3,898000
6762812188,42609,4,2.5,4090,11225,2,0,0,3,885000
6762812663,42609,4,3.75,3610,7904,3,0,0,3,830005
6762813783,42609,2,2.5,2170,8678,1,0,0,3,740000
6762814240,42609,3,2,1780,9732,1,0,0,3,710000
6762814281,42609,2,2.5,2130,5001,1,0,0,5,707000
6762814443,42609,2,2.5,2380,6600,1,0,0,3,699800
6762814680,42609,4,2.5,3030,30000,2,0,0,4,682000
6762815184,42609,5,2.5,2960,8968,1,0,0,4,654000
6762815266,42609,3,1,1300,8266,1,0,0,4,650000
6762815489,42609,3,2.5,2790,31798,1,0,0,5,640000
6762815555,42609,4,2.5,2840,6284,2,0,0,3,636230
6762815789,42609,3,2.5,2000,6341,1,0,0,5,625000
6762816895,42609,2,1.75,1620,4879,1,0,0,3,577000
6762817252,42609,4,2.75,2990,4521,2,0,0,3,564950
6762817619,42609,3,1.75,1650,3200,1.5,0,0,3,550000
6762817799,42609,4,2.25,2170,10000,1,0,0,3,546800
6762817843,42609,4,1.75,1940,8990,1,0,0,4,545000
6762817931,42609,3,1.75,1410,4080,1.5,0,0,4,541000
6762818807,42609,3,2,1770,7200,1,0,0,4,514000
6762818961,42609,3,2.25,2210,11585,1,0,0,4,507000
6762818994,42609,4,2,2730,12000,1,0,0,4,505000
6762819490,42609,4,2.5,2430,42646,1,0,0,3,490000
6762819491,42609,3,2.25,1620,1062,3,0,0,3,490000
6762819967,42609,3,1.75,1870,25157,2,0,0,3,475000
6762820593,42609,3,2,1870,8442,1.5,0,0,5,456000
6762820630,42609,4,2.75,3030,117378,1,0,0,4,455000
6762820829,42609,3,1.75,1540,61419,1,0,0,3,450000
6762821314,42609,3,1.75,1570,8400,1,0,0,4,439995
6762821341,42609,3,1.75,1250,7030,1,0,0,3,439000
6762822995,42609,3,3,1520,1884,3,0,0,3,399000
6762823190,42609,2,2,1170,8251,1,0,0,3,393820
6762823276,42609,2,1,1270,8164,1,0,0,4,390000
6762823379,42609,3,1.75,1400,10018,1,0,0,4,389000
6762823656,42609,5,2.5,2760,11340,2,0,0,4,380000
6762823880,42609,5,1.5,2050,9360,1,0,0,3,375000
6762824080,42609,3,2.5,2490,4244,2,0,0,3,370000
6762824081,42609,4,1,1540,9541,1.5,0,0,4,370000
6762824436,42609,3,1.75,1830,10000,2,0,0,4,360000
6762824596,42609,5,2.5,2990,9240,2,0,0,3,357000
6762825337,42609,3,1.75,1720,10710,1,0,0,3,340000
6762825980,42609,5,2.75,2166,6342,2,0,0,3,326000
6762826410,42609,3,2.5,1980,4500,2,0,0,3,317750
6762827119,42609,4,1.75,2080,8750,1,0,0,4,300000
6762827238,42609,3,1.75,1810,34500,1,0,0,3,299500
6762827373,42609,4,3,2120,7650,2,0,0,3,295000
6762827650,42609,3,1.75,1260,8400,1,0,0,3,289000
6762827732,42609,2,1,610,4000,1,0,0,4,286000
6762827780,42609,3,1.75,1020,5000,1,0,0,5,285000
6762828412,42609,2,1,1000,10320,1,0,0,3,270000
6762828413,42609,3,2.5,1870,5000,2,0,0,3,270000
6762828639,42609,4,2.5,1820,5000,2,0,0,3,265000
6762828739,42609,3,1.5,1300,7885,1,0,0,3,263000
6762828913,42609,3,2,1610,14046,2,0,0,3,259000
6762828961,42609,3,2.25,1730,9516,1,0,0,3,257000
6762829033,42609,3,1.5,1490,6604,1,0,0,4,255000
6762829189,42609,3,1.5,1180,7384,1,0,0,5,250200
6762829238,42609,3,2.5,1650,2802,2,0,0,3,250000
6762830238,42609,2,2,1360,3300,2,0,0,3,222000
6762830435,42609,4,1.5,1430,8775,1,0,0,3,215000
6762830645,42609,2,1,1000,4500,1,0,0,3,207100
6762830868,42609,4,1,1220,11730,1,0,0,4,199000
6762831153,42609,3,1,1010,9920,1,0,0,3,179900
6762831579,42609,2,1,670,5000,1,0,0,4,107000
6762831580,42609,3,1.5,910,5120,1,0,0,3,107000
6762810072,42610,4,3.5,4860,23885,2,0,0,3,2950000
6762810414,42610,4,2.25,2920,20400,1,0,0,4,1650000
6762810648,42610,4,2.5,4070,7800,3,0,0,4,1400000
6762811093,42610,4,3.5,4190,15724,2,0,2,3,1160000
6762812027,42610,3,1.75,2170,12220,1,0,0,5,907000
6762812875,42610,3,2,2870,6360,1.5,0,1,4,810000
6762812986,42610,3,2.5,2760,9471,1,0,2,3,800000
6762813263,42610,6,2.5,3250,12000,1,0,1,3,779000
6762813397,42610,4,2.75,3630,15405,1,0,2,4,769000
6762813412,42610,3,2.5,2270,9822,2,0,0,3,766000
6762814521,42610,4,2.5,2460,4425,2,0,0,3,693000
6762814681,42610,5,2.25,2120,4000,1.5,0,0,4,682000
6762814868,42610,5,3,4180,8561,2,0,0,3,673200
6762815580,42610,4,2.5,2470,77550,1,0,0,4,635000
6762816691,42610,3,1.75,2170,153767,1,0,0,3,585000
6762817207,42610,3,3,1850,12556,2,0,0,3,565000
6762817783,42610,2,2,1370,1878,3,0,0,3,548000
6762817844,42610,4,2.5,2080,8504,2,0,0,3,545000
6762818197,42610,4,2.75,2790,6685,2,0,0,3,533380
6762818198,42610,4,2.5,2770,21806,2,0,0,3,533300
6762818538,42610,3,1.5,1580,3172,1,0,0,4,524500
6762818926,42610,3,1.75,1690,53578,1,0,0,3,509900
6762818995,42610,2,1,1020,5000,1,0,0,4,505000
6762819064,42610,3,1,1160,4360,1,0,0,4,501000
6762819721,42610,3,1.75,2110,10454,1,0,0,4,483000
6762819791,42610,3,1.5,2100,67269,1,0,0,4,480000
6762819968,42610,2,1,870,7975,1,0,2,3,475000
6762820096,42610,4,2.5,3361,5038,2,0,0,3,471275
6762820416,42610,2,2.25,1210,1267,2,0,0,3,461100
6762820736,42610,2,1,1220,6000,1,0,0,3,452000
6762821377,42610,3,1,1200,4000,1.5,0,0,4,438000
6762821550,42610,3,2,1520,11067,1,0,0,3,434900
6762822183,42610,3,2.25,1700,7650,1,0,0,4,419000
6762822309,42610,4,2.25,2240,12650,1,0,0,4,415000
6762822310,42610,3,1.5,1860,9003,1,0,0,3,415000
6762822554,42610,3,2.5,1890,6500,2,0,0,3,409000
6762822653,42610,4,2.5,2030,9095,1,0,0,4,405000
6762822760,42610,3,2.5,1520,3425,2,0,0,3,402000
6762822846,42610,4,2.5,2398,5988,2,0,0,3,400000
6762823657,42610,3,1.75,1920,8775,1,0,0,3,380000
6762824082,42610,3,2,1860,9100,1.5,0,0,3,370000
6762824231,42610,3,2.25,1445,1028,2,0,0,3,366000
6762824270,42610,2,1,990,8250,1,0,0,3,365000
6762824271,42610,3,1.75,1410,9150,1,0,0,5,365000
6762825424,42610,5,2.5,2990,7292,2,0,0,4,339950
6762826869,42610,3,1.75,1560,7500,1,0,0,4,306000
6762827552,42610,4,2.5,2340,52272,2,0,0,2,290000
6762828203,42610,3,1.75,1490,8000,1,0,0,3,275000
6762828310,42610,3,2.25,1830,7651,2,0,0,3,273000
6762828704,42610,3,1.5,1370,10115,1,0,0,4,264950
6762828824,42610,3,2,2710,5000,2,0,0,3,260000
6762828825,42610,3,1.75,1670,8511,1,0,0,3,260000
6762829551,42610,3,1.75,1540,8885,1,0,0,4,244000
6762829743,42610,1,1,530,6350,1,0,0,5,238000
6762830058,42610,3,1,1030,7800,1,0,0,3,229000
6762830436,42610,4,1.75,1630,8000,1,0,0,3,215000
6762830948,42610,3,1.75,1260,10488,1,0,0,2,194000
6762815446,42611,3,1,1040,4480,1,0,0,3,642000
6762812157,42612,5,3.25,4100,7578,2,0,2,3,890000
6762823658,42612,5,1.75,1320,38125,1,0,0,4,380000
6762825063,42612,4,2.5,1950,8628,2,0,0,3,348450
6762811221,42613,3,2,3010,5000,2,0,2,5,1100000
6762812109,42613,3,2.25,2580,11060,1,0,0,3,898000
6762816755,42613,4,2.5,1840,4011,2,0,0,3,583000
6762820830,42613,3,2.25,1780,9969,1,0,0,3,450000
6762821362,42613,3,1.5,1050,4590,1,0,0,3,438924
6762827623,42613,3,2.25,1740,9370,1,0,0,3,289950
6762810073,42614,4,3.25,3890,25470,2,1,3,5,2950000
6762810280,42614,4,5,5810,7440,2,0,0,3,1880000
6762810608,42614,4,3.75,4410,9231,3,0,3,3,1440000
6762811552,42614,4,2,2850,14810,2,0,0,5,993000
6762812175,42614,3,1.5,1250,8710,1,0,0,4,888000
6762812203,42614,4,2.25,2410,4000,2,0,0,5,883000
6762812420,42614,4,2,2380,10800,2,0,2,3,855000
6762812722,42614,4,3.25,4110,14219,2,0,2,4,825000
6762812960,42614,4,3.5,3290,8059,2,0,0,3,801000
6762813075,42614,3,3.5,3190,10223,2,0,0,3,795000
6762813151,42614,2,2.5,2390,6928,2,0,3,4,787500
6762813347,42614,5,2.75,3890,9130,2,0,0,3,772500
6762813628,42614,3,1,1640,6516,1.5,0,0,4,750000
6762813629,42614,3,1.75,1590,8285,1,0,0,4,750000
6762813700,42614,4,2.75,2490,3840,1.5,0,0,4,749500
6762813829,42614,5,3.5,2790,16952,2,0,2,3,738000
6762813962,42614,4,2.5,3290,5951,2,0,0,3,728000
6762814007,42614,3,2.5,2980,16996,2,0,0,3,725000
6762814241,42614,3,2,1880,3000,1,0,0,4,710000
6762814276,42614,3,1,1750,5355,2,0,0,4,707900
6762814365,42614,4,3.5,3150,6175,2,0,0,3,700000
6762814708,42614,4,3,3150,6175,2,0,0,3,680000
6762815267,42614,4,3,2900,15535,1,0,2,4,650000
6762815405,42614,4,2.25,2720,18295,1,0,0,4,645000
6762815437,42614,3,2.5,1770,3744,1.5,0,0,3,643002
6762815581,42614,3,2.25,2680,175982,1,0,0,3,635000
6762815582,42614,3,3.5,1730,1349,3,0,0,3,635000
6762816101,42614,4,2.75,2090,8400,1,0,0,4,610000
6762816201,42614,4,2.5,2430,11870,1,0,0,5,605000
6762817033,42614,3,1.5,1680,13751,1,0,0,4,572000
6762817069,42614,3,1.5,1980,10203,1,0,0,4,570000
6762817208,42614,3,2.5,2030,217805,1,0,0,3,565000
6762817885,42614,5,1,1690,3240,1.5,0,0,3,544500
6762818034,42614,3,2.5,2830,9972,2,0,0,3,539000
6762818274,42614,4,3,2240,5580,2,0,0,5,530000
6762818743,42614,4,2.5,2280,14810,1,0,0,5,515000
6762819124,42614,2,1,930,3750,1,0,0,4,500000
6762819645,42614,3,1,1020,6120,1,0,0,3,485000
6762819896,42614,3,1,960,3600,1,0,0,4,477000
6762819969,42614,3,1.5,2480,5280,1.5,0,0,5,475000
6762820457,42614,3,1,1140,4600,1,0,0,3,460000
6762820694,42614,3,1.75,1550,7270,1.5,0,0,5,453500
6762821016,42614,3,1,1270,8800,1,0,0,3,447000
6762821881,42614,3,2.25,1800,7371,1,0,0,3,425000
6762822085,42614,3,1.75,1770,6000,1,0,0,3,420000
6762822252,42614,4,2.5,2890,6322,2,0,0,3,416000
6762822422,42614,3,2.5,1553,1991,3,0,0,3,412000
6762822491,42614,3,2.5,1830,3200,2,0,0,3,410000
6762822542,42614,4,3,2430,7163,2,0,0,3,409950
6762823223,42614,3,2.25,1790,7125,1,0,0,3,392000
6762823373,42614,2,1,840,5400,1,0,0,4,389100
6762823492,42614,3,2.25,1630,1598,3,0,0,3,385000
6762823542,42614,3,1,1540,7740,1,0,0,4,384950
6762823659,42614,3,2.25,1600,39848,1,0,3,4,380000
6762823881,42614,3,2.5,1330,1064,3,0,0,3,375000
6762824568,42614,3,3.25,1410,1442,3,0,0,3,358000
6762824820,42614,4,1,1430,8400,1,0,0,3,351000
6762824890,42614,4,3,3380,16133,1,0,1,3,350000
6762825477,42614,4,2.25,2700,8580,2,0,0,3,338150
6762825680,42614,5,3,1980,3868,1,0,0,3,333800
6762825790,42614,2,1,800,4533,1,0,0,3,330000
6762826278,42614,5,1,1740,27350,1,0,0,4,320000
6762826435,42614,3,1.75,1600,14250,1,0,0,3,316500
6762827120,42614,3,2.5,1320,2614,2,0,0,3,300000
6762827121,42614,3,2,1310,169448,1,0,0,3,300000
6762827333,42614,4,2.5,1780,3600,2,0,0,3,296000
6762827427,42614,3,2.5,1860,5025,2,0,0,3,294900
6762827781,42614,4,1.75,1440,6720,1,0,0,5,285000
6762828158,42614,4,2.75,2170,9658,1.5,0,0,3,275436
6762828307,42614,3,1.75,1710,7210,1,0,0,4,273148
6762828414,42614,3,1.5,1610,8375,2,0,0,3,270000
6762828475,42614,3,2.5,1480,9743,2,0,0,4,269950
6762828507,42614,2,1,770,8612,1,0,0,3,269000
6762828779,42614,2,1,750,8125,1,0,0,4,261000
6762829481,42614,3,3,1990,9600,1,0,0,3,245000
6762829828,42614,4,1,1610,24000,1.5,0,0,3,235000
6762829977,42614,3,1,1120,7500,1,0,0,3,230000
6762830650,42614,3,2.5,1520,2550,2,0,0,3,207000
6762831307,42614,4,1,1220,7980,1.5,0,0,3,165000
6762831583,42614,3,1,840,8400,1,0,0,3,105000
6762810149,42615,4,2.25,4370,22863,2.5,0,3,4,2350000
6762810721,42615,4,3.25,5370,20388,2,0,4,4,1350000
6762810982,42615,4,3.25,4330,26162,2,0,0,3,1210000
6762811148,42615,4,2.5,3370,10602,2,0,0,3,1140000
6762811525,42615,4,2.5,3030,6820,2,0,0,3,998000
6762811965,42615,5,2.75,3170,7062,2,0,0,3,919950
6762812612,42615,3,2.5,2230,7200,3,0,3,3,836500
6762812846,42615,4,2.5,3320,52707,2,0,0,3,813000
6762813154,42615,4,3,2530,4560,1.5,0,0,3,785950
6762813264,42615,3,1.75,1990,5600,1,0,1,3,779000
6762813968,42615,3,2.25,2180,4200,1.5,0,0,5,727000
6762814165,42615,4,2.5,2970,29163,2,0,0,3,715000
6762814242,42615,4,2.75,2710,41811,1.5,0,0,4,710000
6762814298,42615,4,3,3150,9318,2,0,0,3,705000
6762814366,42615,3,1.75,2600,7668,1,0,0,4,700000
6762814498,42615,5,3.25,3940,9780,2,0,0,3,695000
6762814562,42615,3,1.75,1600,4400,1,0,0,3,690000
6762814985,42615,4,3.5,3770,47480,2,0,0,3,665000
6762814986,42615,3,2.5,2330,15536,1,0,2,3,665000
6762815901,42615,3,1.75,1458,858,2,0,0,3,620000
6762816004,42615,3,2.5,1980,3128,2,0,0,3,615000
6762816202,42615,3,2.5,2010,3667,2,0,0,3,605000
6762816319,42615,3,2.25,2100,5562,2,0,1,4,600000
6762816455,42615,2,1.75,2470,5562,1,0,3,4,597000
6762816543,42615,4,2.5,1690,4080,1.5,0,0,4,591500
6762816623,42615,3,2.5,2940,4799,1,0,0,3,589000
6762816624,42615,3,2.5,2250,4337,2,0,0,3,589000
6762816692,42615,4,2.5,3110,6479,2,0,0,3,585000
6762816896,42615,3,1.75,1740,5500,1,0,0,5,577000
6762817444,42615,2,1,1220,5040,1,0,0,3,555950
6762817766,42615,2,1,1510,11165,1.5,0,0,4,549000
6762817845,42615,3,2.5,1280,1845,3,0,0,3,545000
6762817969,42615,3,2.5,2520,5000,3,0,0,3,540000
6762817970,42615,2,1.25,1230,1569,2,0,0,3,540000
6762818035,42615,3,2,2350,209088,1,0,0,3,539000
6762818141,42615,2,2,1510,5133,1.5,0,0,3,535000
6762818275,42615,2,2.5,1900,2983,2,0,0,3,530000
6762818566,42615,2,2.25,1430,1210,2,0,0,3,522500
6762818674,42615,4,2.5,2160,9750,2,0,0,3,518000
6762818808,42615,3,2.25,2260,54014,1,0,0,3,514000
6762819240,42615,3,1.5,1360,11250,1,0,0,4,499950
6762819319,42615,3,3,2060,1850,2,0,0,3,497000
6762819367,42615,2,1.5,1920,6250,1,0,0,3,495000
6762819753,42615,2,2.25,1290,1137,3,0,0,3,481000
6762819792,42615,3,2.5,2270,4488,2,0,0,3,480000
6762819897,42615,4,1.5,1380,7800,1,0,0,3,477000
6762819970,42615,4,1,1420,6000,1.5,0,0,3,475000
6762819971,42615,3,1.5,1480,13457,1,0,0,3,475000
6762820233,42615,3,2.25,1420,990,3,0,0,3,467000
6762820458,42615,3,2.25,2080,50965,1,0,0,3,460000
6762820976,42615,3,2.5,1690,3827,2,0,0,3,449000
6762821187,42615,3,2.5,2360,4670,2,0,0,3,441500
6762821484,42615,4,1.5,1510,6460,1,0,0,3,435000
6762821882,42615,3,1,1550,4160,1.5,0,0,4,425000
6762822086,42615,2,1,930,5368,1,0,0,4,420000
6762822311,42615,2,1,880,3200,1,0,0,3,415000
6762822492,42615,3,2.5,3040,6054,2,0,0,3,410000
6762822569,42615,2,1,810,7440,1,0,0,5,408000
6762822580,42615,5,2,2740,8230,1.5,0,0,3,407500
6762822590,42615,3,2.25,1430,1448,3,0,0,3,407000
6762822847,42615,3,2.25,1180,14258,2,0,0,3,400000
6762823277,42615,3,1,1000,6947,1,0,0,3,390000
6762823596,42615,3,2.25,1450,4667,2,0,0,3,382000
6762823660,42615,3,3.25,1450,1468,2,0,0,3,380000
6762823882,42615,2,1,1010,4050,1,0,0,3,375000
6762824437,42615,4,2.5,2340,13445,2,0,0,3,360000
6762825165,42615,3,2.5,1870,3584,2,0,0,3,345000
6762825166,42615,3,2.5,1620,5992,2,0,0,3,345000
6762825338,42615,4,2.25,2530,24700,2,0,0,3,340000
6762825791,42615,2,1,720,7250,1,0,0,3,330000
6762825936,42615,3,2.25,2020,8379,2,0,0,3,328000
6762826230,42615,4,2.25,1800,4500,2,0,0,4,321000
6762826402,42615,3,2.25,1410,8909,2,0,2,3,318000
6762826426,42615,6,3.5,2120,5840,2,0,0,5,317000
6762826708,42615,1,1,570,6000,1,0,0,2,310000
6762827300,42615,3,2.25,2110,7350,1,0,0,3,298700
6762827334,42615,3,1.75,1360,10742,1,0,0,5,296000
6762827343,42615,3,1.75,1590,41550,1.5,0,0,3,295500
6762828640,42615,4,3,1730,7264,2,0,0,3,265000
